psnr,ssim,niqe
29.6778659820557,0.926401436328888,4.25616407394409
28.7273578643799,0.938219606876373,3.41859579086304
28.1302528381348,0.92495197057724,3.90298461914062
25.6228866577148,0.928049385547638,3.72036194801331
29.1500625610352,0.917164027690887,4.44969844818115
28.3078079223633,0.924043595790863,4.4535961151123
29.21999168396,0.94171553850174,4.09474802017212
29.8610153198242,0.933258712291718,4.05590963363647
31.8103771209717,0.958297312259674,4.01298236846924
28.2890605926514,0.925786435604095,4.45739555358887
28.8449859619141,0.909970700740814,4.52824306488037
29.5710754394531,0.939614772796631,3.90993213653564
29.7777004241943,0.920630156993866,4.24116516113281
28.1556301116943,0.934167683124542,3.2336905002594
28.4709148406982,0.921835243701935,4.37659740447998
29.6489887237549,0.904475390911102,4.84466314315796
29.1452922821045,0.951756536960602,3.88293766975403
29.5131721496582,0.939708232879639,3.48411464691162
28.7143974304199,0.935312926769257,4.10861253738403
29.0257511138916,0.910493075847626,4.57360029220581
28.1170539855957,0.961524307727814,2.92857193946838
29.3310089111328,0.92204213142395,4.58062839508057
29.6296157836914,0.921662569046021,4.29438018798828
27.7037410736084,0.941060483455658,3.42187142372131
27.9491138458252,0.937247455120087,3.57647728919983
29.552770614624,0.916617095470428,3.99587202072144
28.3150234222412,0.935698091983795,3.82305479049683
29.4935684204102,0.934645712375641,3.5094678401947
29.2934093475342,0.923194885253906,4.35135889053345
29.4465885162354,0.940175235271454,3.732426404953
28.6593780517578,0.951713621616364,3.04323649406433
29.6441860198975,0.921830654144287,4.08323907852173
29.9842071533203,0.916654050350189,3.78735780715942
30.5943470001221,0.951054394245148,3.55098700523376
29.5550689697266,0.939809620380402,3.16318082809448
27.9087562561035,0.908801138401031,4.50538539886475
29.3768692016602,0.919358968734741,4.96745491027832
27.825122833252,0.929850101470947,4.01027774810791
28.9164886474609,0.92640095949173,3.84689378738403
25.8551845550537,0.931514084339142,8.84424781799316
29.0773258209229,0.924821853637695,4.49828720092773
29.1079940795898,0.946451008319855,3.39413833618164
28.170352935791,0.94010466337204,3.44236969947815
29.6754741668701,0.92741870880127,4.19922733306885
29.6113300323486,0.918554842472076,4.44786596298218
29.4723110198975,0.942786395549774,3.53324103355408
29.7024364471436,0.92353081703186,4.5867657661438
29.8212738037109,0.91148453950882,4.53144931793213
29.4754524230957,0.962669432163239,3.23687434196472
28.8112163543701,0.94905686378479,3.98967957496643
26.6739234924316,0.943883657455444,4.61341094970703
29.4976863861084,0.935566425323486,3.90776228904724
30.1029930114746,0.934979975223541,3.8966109752655
29.8711128234863,0.934066772460938,4.05167531967163
26.8115539550781,0.914624631404877,3.92932438850403
28.3572368621826,0.928458213806152,3.88713932037354
30.0290584564209,0.942900836467743,3.90158176422119
30.0696601867676,0.944073855876923,3.53756213188171
29.6653671264648,0.942027986049652,3.56266188621521
29.2541007995605,0.933943688869476,3.58469772338867
29.613977432251,0.924400806427002,4.23946809768677
29.4070854187012,0.928186595439911,4.45401811599731
29.5654602050781,0.931165218353271,4.61638450622559
27.5239753723145,0.957752525806427,4.74444007873535
28.4739742279053,0.931171715259552,3.79294395446777
29.3442935943604,0.905779898166656,4.48596668243408
29.9818782806396,0.910656452178955,4.49292182922363
30.7211685180664,0.914359867572784,4.67547988891602
29.0462379455566,0.946813762187958,3.16510510444641
28.0443115234375,0.928630650043488,4.76881456375122
28.3171787261963,0.939507961273193,3.14293766021729
29.2273330688477,0.941980063915253,3.54181456565857
28.6257991790771,0.951802968978882,4.34768676757812
28.7779235839844,0.945473194122314,3.00828886032104
29.0854415893555,0.952183067798615,3.50790143013
28.5390472412109,0.927090346813202,3.90914344787598
29.7042961120605,0.939462840557098,3.89141297340393
27.5945110321045,0.911669552326202,4.08553838729858
29.267520904541,0.930672943592072,4.08051300048828
29.6231651306152,0.936751782894135,3.40934228897095
29.3984203338623,0.944672405719757,3.47881269454956
28.5666484832764,0.930594444274902,3.97699761390686
29.5326232910156,0.93947958946228,4.6060676574707
29.086296081543,0.950366973876953,3.62656497955322
30.0364456176758,0.91478031873703,4.20111751556396
29.3318653106689,0.939957201480865,3.46092486381531
29.5595607757568,0.919443130493164,4.48032665252686
27.9518222808838,0.947593033313751,3.29670071601868
30.252161026001,0.938386142253876,4.06275081634521
28.7884044647217,0.945326805114746,4.07387971878052
28.3821964263916,0.910710871219635,4.72203779220581
29.4904270172119,0.957298815250397,3.43540215492249
28.5797386169434,0.948523700237274,3.59111905097961
30.4145317077637,0.917641162872314,4.60749292373657
30.3933219909668,0.916276633739471,4.45747852325439
29.7117328643799,0.909128487110138,3.74177026748657
29.4652976989746,0.957405626773834,3.89894962310791
